gene_id	GBP-24	GBP-25	GBP-22	GBP-23	GPO-1	GPO-2	GPO-3	GPO-4	GBP-9	GBP-10	GBP-11	GBP-12	GBP-5	GBP-6	GBP-20	GBP-21	GBP-3	GBP-4	GBP-7	GBP-8	GBP-16	GBP-17	GBP-18	GBP-19	GPO-36	GPO-37	GPO-30	GPO-31	GPO-32	GPO-33	GPO-34	GPO-35	GPO-160	GPO-161
Ec-05_001610	7.75	9.332	7.69	3.539	23.127	17.455	39.412	20.712	19.83	7.295	15.982	9.457	2.915	0.654	30.341	37.192	81.748	12.639	9.844	8.995	38.385	52.642	19.096	19.719	109.179	111.809	63.435	9.815	53.197	59.193	4.365	5.927	17.898	16.204
Ec-05_001620	3.583	3.854	6.285	1.464	23.806	12.593	41.924	27.441	46.856	15.379	20.628	18.357	20.644	1.836	34.864	36.036	128.613	24.992	29.186	10.76	66.198	82.632	15.623	23.831	145.299	150.872	42.705	52.724	74.979	75.184	17.154	18.173	15.628	15.877
Ec-05_001630	3.993	7.194	1.564	3.668	1.247	0.675	1.039	0.813	6.219	1.984	4.535	1.735	6.476	61.108	1.123	0.678	1.775	1.728	2.183	2.305	3.766	4.008	33.182	22.041	0	0.078	7.725	1.795	6.622	4.372	0.777	1.097	66.873	50.987
Ec-05_001640	0.089	0.056	0.108	0.049	0	0.241	0.074	0.097	0.08	0.081	0.172	0.247	0.286	0.034	0.028	0	0.053	0.037	0.059	0.115	0.063	0.068	0.185	0.101	0	0	0	0.044	0	0	0	0	0.128	0.214
Ec-05_001650	7.39	15.676	1.537	8.017	4.359	4.908	0.101	0.263	85.59	41.263	35.899	17.684	124.439	801.248	0.863	0.679	0.896	7.716	36.549	7.873	23.554	15.009	137.54	91.136	0.159	0.19	151.509	209.975	87.027	64.153	6.987	8.936	596.251	497.72
Ec-05_001660	17.074	35.313	2.353	17.592	5.903	8.351	0	0.063	71.818	24.237	37.879	10.599	54.473	845.277	1.229	1.097	0.967	5.378	27.031	11.212	32.343	23.834	234.935	156.616	0.123	0	79.475	17.566	47.563	36.291	0.927	1.025	400.035	282.131
Ec-05_001670	3.251	3.038	3.874	2.889	7.804	5.164	5.34	7.372	6.223	9.122	5.025	8.503	15.283	4.194	5.967	4.474	8.269	5.896	7.593	4.415	8.267	9.41	8.435	7.163	0.892	0.296	3.003	6.734	5.904	5.249	5.022	5.39	4.058	5.675
Ec-05_001680	4.43	4.851	2.806	2.905	5.085	5.966	5.935	5.205	4.19	5.896	5.508	7.01	6.535	5.515	5.895	5.5	11.612	5.127	5.656	6.196	8.011	9.31	9.284	8.475	3.033	1.76	83.313	57.306	72.998	80.62	99.179	91.394	175.679	168.597
Ec-05_001700	9.565	10.286	1.356	3.127	4.524	4.226	7.77	6.885	1.301	3.045	5.047	3.85	1.308	0.758	0.084	0	0.215	0.152	0.09	0.117	0.354	0.277	4.636	2.718	1.143	0.57	0.817	0.988	0.693	0.652	13.315	16.171	0.261	0.184
Ec-05_001710	38.187	41.161	36.144	42.345	61.221	41.383	62.834	77.426	61.524	30.546	46.205	45.677	33.104	17.96	62.042	63.46	72.642	30.803	53.344	21.889	68.675	67.701	77.533	78.19	21.913	20.436	89.517	69.949	128.684	117.817	49.761	51.974	39.962	37.987
Ec-05_001720	1.821	2.165	1.671	1.362	12.867	16.583	6.053	6.748	2.74	3.831	1.909	1.874	3.027	0.654	1.721	1.748	1.249	0.908	2.216	1.43	0.67	0.764	13.922	10.032	1.167	0.802	3.301	3.605	1.326	1.598	1.324	1.537	5.268	5.542
Ec-05_001730	53.608	56.316	46.058	52.677	46.836	40.417	49.029	30.444	35.732	51.416	35.772	33.003	37.798	60.436	48.183	48.276	43.34	35.019	53.056	105.845	36.676	37.222	42.705	39.263	2.056	1.595	42.179	29.591	34.761	41.318	94.281	89.139	95.221	91.501
Ec-05_001740	33.661	33.979	28.932	30.965	30.644	16.436	26.099	21.575	14.039	21.181	16.441	19.42	22.316	36.729	21.159	20.996	12.744	26.704	15.863	26.164	10.373	12.401	21.648	21.11	2.262	2.404	18.26	16.66	15.079	14.779	18.703	17.983	29.092	27.669
Ec-05_001750	0.352	0.873	0.296	0.177	0.607	0.575	0.354	0.692	0.191	0.579	0.412	0.169	0.455	0	1.714	0.154	0	0.714	0	0	0	0	0.531	0.161	0	0.267	1.022	0.422	0	0	0.147	0	0.263	0.471
Ec-05_001760	41.465	38.736	39.467	34.968	41.934	38.23	47.716	38.294	28.296	28.281	28.916	31.362	34.611	42.274	36.54	35.74	35.783	40.132	26.021	20.738	29.285	37.981	40.931	42.409	58.25	56.843	32.546	30.679	32.964	36.016	23.535	23.878	23.182	22.963
Ec-05_001770	7.913	8.206	11.331	12.182	15.624	19.856	11.744	15.112	14.141	11.504	17.285	12.771	13.028	6.473	19.183	17.861	18.994	10.143	9.584	12.197	7.954	11.725	14.323	14.079	7.902	7.817	10.009	8.443	17.119	16.765	13.542	11.994	12.592	13.027
Ec-05_001780	5366.216	5445.411	5661.771	5046.304	1681.07	1163.88	2073.781	2021.405	3406.941	3142.882	3172.037	3276.267	3666.475	2476.231	3760.951	3773.701	2480.586	3011.862	3374.051	2860.46	3585.902	3569.038	2422.691	2621.08	205.688	179.751	4614.559	4066.805	2765.182	2915.186	3448.065	3255.935	2295.64	2142.44
Ec-05_001790	7.763	8.42	77.179	77.551	43.746	78.569	50.904	105.286	347.171	130.202	208.957	189.011	90.739	40.143	262.083	273.641	427.735	146.765	209.783	75.682	108.707	142.571	101.51	101.382	434.982	413.188	560.719	496.897	377.443	335.376	16.825	16.728	79.783	77.977
Ec-05_001800	148.071	131.516	91.401	82.467	138.715	186.385	159.321	191.596	184.377	176.008	189.068	213.473	215.699	151.533	142.378	134.67	178.506	193.634	150.874	133.68	149.215	153.044	145.924	147.483	28.496	30.84	139.272	198.313	209.487	215.765	179.848	190.94	145.797	138.809
Ec-05_001810	8.036	6.796	3.736	2.99	11.268	13.543	10.722	13.712	9.905	7.897	9.224	13.136	12.038	3.619	7.066	5.839	8.966	10.229	6.119	4.255	5.098	5.701	7.944	8.109	1.475	1.245	11.375	10.533	16.991	17.429	5.823	5.952	7.717	7.944
Ec-05_001820	11.553	11.659	11.189	8.417	23.906	22.41	24.719	27.383	11.935	11.512	14.182	15.073	25.709	9.93	14.669	13.126	19.882	16.724	11.653	7.695	9.749	11.665	19.955	20.451	2.904	2.629	12.844	14.209	12.067	12.165	9.195	8.512	9.132	9.13
Ec-05_001830	0.586	0.67	0.51	1.079	0.505	0.615	0.505	0.658	0.59	0.551	0.881	1.164	1.243	0.269	0.658	0.586	0.659	0.339	0.2	0.043	0.861	0.811	0.547	0.345	0	0	0.243	0.351	0.386	0.291	0.14	0.222	0.52	0.299
Ec-05_001840	0.497	0.537	0.209	0.527	0.571	0.541	0.333	0.977	0.359	0.454	0.194	0.318	1.39	0.532	0	0.217	0.474	0.503	0.198	0.172	0.213	0.382	0.25	0.304	0	0	0.24	0	0.096	0.096	0	0	0.247	0.111
Ec-05_001850	1.442	1.296	0.231	0.129	9.746	5.183	5.196	3.548	4.676	2.165	2.047	1.678	1.314	0.355	1.494	0.658	0.291	0.68	0.357	0.211	0	0.131	4.559	3.266	4.107	4.51	5.905	5.458	0.916	0.849	0.119	0.173	5.362	6.168
Ec-05_001860	13.183	14.248	9.748	10.773	13.125	17.605	12.221	11.529	12.66	12.87	11.959	11.632	11.106	13.163	8.37	6.834	12.061	9.223	16.783	23.764	19.829	19.755	15.11	14.179	1.102	1.361	6.137	4.595	7.176	8.828	14.525	11.834	15.918	13.921
Ec-05_001870	14.137	16.604	4.32	10.885	13.2	12.814	12.024	12.249	3.646	2.459	6.559	3.226	2.896	5.832	4.619	3.922	9.09	3.976	3.872	10.467	7.208	6.556	12.579	7.369	1.186	1.135	21.422	4.028	8.412	11.261	6.086	6.15	22.208	24.824
Ec-05_001880	151.004	152.787	180.633	178.893	92.489	62.575	81.607	75.789	75.187	98.958	104.884	81.105	71.255	148.751	95.86	93.868	62.957	85.678	107.739	87.676	87.296	74.341	96.394	93.761	26.538	22.676	77.431	77.495	43.603	45.086	104.668	98.814	55.376	54.951
Ec-05_001890	20.795	23.494	33.316	30.276	50.863	45.183	41.897	38.793	76.173	63.89	50.59	49.654	65.939	61.494	46.907	49.192	60.811	23.336	60.376	48.258	64.547	61.442	77.98	61.522	10.146	13.045	75.321	69.071	66.068	63.282	41.264	44.684	69.896	68.354
Ec-05_001900	1.609	2.449	1.358	1.306	0.679	0.193	0.475	0.671	0.897	1.469	1.475	1.663	0.611	0.796	7.378	6.375	2.762	2.595	1.224	1.103	2.533	3.783	3.325	2.493	0.1	0	3.259	3.114	1.592	1.644	2.698	1.966	5.799	6.657
Ec-05_001910	14.477	15.046	9.78	11.68	14.646	10.495	13.347	13.098	9.947	9.144	7.629	7.864	11.191	12.143	11.339	11.325	10.763	6.254	9.428	13.65	7.925	9.482	13.431	12.837	1.419	1.945	9.666	10.709	9.032	11.524	8.791	9.965	15.194	14.743
Ec-05_001920	29.785	27.428	30.845	30.672	28.695	22.916	28.743	24.505	82.348	33.729	81.192	47.181	36.258	52.901	34.131	34.109	42.475	32.442	37.109	39.685	33.762	39.531	29.177	30.401	8.58	9.525	119.247	126.673	98.654	84.735	40.538	44.12	51.186	52.461
Ec-05_001930	11.234	9.729	6.804	6.623	15.168	10.664	13.515	10.362	10.826	5.554	6.423	4.449	19.563	9.645	8.899	7.575	7.313	6.666	7.317	3.928	5.68	10.924	19.972	17.711	8.472	8.694	14.08	13.773	12.346	10.037	8.577	10	6.731	6.161
Ec-05_001940	7.879	7.147	8.539	6.545	9.524	6.31	9.398	10.311	10.036	8.576	10.936	9.01	14.106	7.055	6.766	6.249	11.059	10.838	6.267	5.361	6.703	11.535	14.9	13.808	1.769	1.501	10.435	12.808	15.873	17.916	9.833	7.062	7.688	8.394
Ec-05_001950	79.524	75.899	6.125	10.085	23.838	47.582	16.2	34.073	0.494	2.343	5.04	4.435	54.835	35.98	1.942	2.083	0.752	4.259	0.112	0.291	0.12	0.388	36.776	29.779	0.978	1.329	3.558	0.881	1.617	1.38	0.585	0.335	0.401	0.281
Ec-05_001960	0.361	0.172	0.38	0.101	0.259	0.369	0.151	0.592	0.163	0.083	0	0	0.292	0	0	0	0.215	0	0	0	0	0.069	0.454	0.552	0	0	0	0.09	0	0	0.251	0.08	0.075	0.101
Ec-05_001970	0.283	0.27	0	0.079	0.813	0	0	0.927	0.256	0.517	0	0	0	0.649	0	0.206	0.337	0	0.564	0	0.202	0	0.237	0.216	0	0	0	0	0	0	0	0.501	0	0.105
Ec-05_001980	5.234	4.694	2.307	1.974	10.514	12.978	3.403	4.908	1.167	0.9	0.78	0.787	0.596	0.471	0.423	0.628	0.66	0.831	0.409	0.106	0.22	0.331	6.028	4.28	0.195	0.078	3.795	1.474	0	0.891	0.257	0.381	0.791	1.12
Ec-05_001990	362.07	355.534	180.94	225.883	424.662	589.402	464.952	500.673	164.178	186.459	252.801	279.575	200.103	198.077	204.47	201.783	195.416	305.644	117.219	180.798	93.697	106.756	183.512	180.834	20.782	18.011	205.918	179.426	278.841	286.924	181.811	181.04	266.253	260.565
Ec-05_002000	45.579	44.537	62.544	64.212	43.004	57.688	46.185	40.431	50.148	41.237	37.598	42.73	38.46	36.897	50.641	47.667	54.99	41.527	55.24	42.847	49.654	45.233	51.085	52.238	12.11	11.529	75.195	74.916	53.555	52.966	64.08	68.092	45.478	46.777
Ec-05_002010	1.442	1.373	0.757	0.201	13.444	4.9	3.621	4.721	5.856	4.608	9.831	3.455	11.63	0	0.899	1.575	0	1.216	0.478	0	0.514	1.663	27.138	8.808	4.572	11.846	11.323	12.938	0	0.696	0.501	0	10.745	11.238
Ec-05_002030	0.647	0.308	0.076	0.03	0.929	0.44	0.542	0.353	0.584	0	0.105	0.086	0.116	0.33	0.673	0.55	0	0.273	0.143	0.186	0	0.083	1.083	0.824	0.114	0.273	0.913	0.108	0.415	0.521	0.15	0.191	0.402	0.521
Ec-05_002040	0.845	0.814	0.72	0.366	5.089	9.24	3.444	3.807	1.534	1.47	1.307	1.595	2.789	0.251	0.688	0.412	0.249	0.83	0.613	0.129	0.17	0.229	6.135	4.303	1.134	0.904	3.278	2.318	0.229	0.316	0.166	0.079	3.604	3.364
Ec-05_002050	2.056	2.152	1.521	0.921	6.233	6.025	2.328	5.122	0.314	2.063	0.931	0.486	1.869	0.133	0.434	0.443	0.725	0.44	0.692	0.525	0	0.468	9.16	4.38	0.092	0.22	3.465	2.426	0.334	0.252	0	0.23	1.475	1.903
Ec-05_002060	8.194	7.599	3.164	1.836	19.015	27.308	6.781	6.788	1.292	5.379	4.384	1.438	2.156	1.626	0.689	0.804	0.195	1.415	0.869	0.565	0.613	0.409	5.031	3.03	0.086	0.155	4.844	3.263	0.393	0.711	0.171	0.217	1.677	1.534
Ec-05_002070	58.358	49.674	45.457	42.014	65.964	54.054	68.823	71.572	63.885	57.263	48.803	84.257	45.655	33.089	74.027	69.6	65.592	74.682	62.635	53.655	50.754	58.481	64.415	66.246	8.53	6.907	64.598	59.425	92.42	83.544	73.767	74.014	56.314	56.444
Ec-05_002080	7.719	8.888	14.303	13.077	8.954	11.047	5.784	5.999	5.279	8.424	3.289	5.926	10.428	5.431	7.541	8.176	3.928	2.782	8.674	7.934	4.679	4.979	9.556	8.574	0.041	0.198	4.886	4.423	1.32	3.977	4.613	5.205	5.022	5.129
Ec-05_002090	9.731	9.548	7.741	8.436	10.019	12.791	7.146	7.412	5.253	6.466	3.496	5.113	4.486	3.262	7.441	7.911	4.391	3.683	6.243	5.027	3.323	5.518	7.547	7.037	0.103	0.245	3.985	2.128	6.059	6.177	2.158	3.43	6.064	6.301
Ec-05_002100	24.066	26.018	17.592	16.55	31.043	49.066	28.065	32.335	16.033	19.948	18.154	21.035	23.466	20.876	22.461	21.702	21.131	16.005	17.168	21.151	14.418	16.595	22.032	21.994	1.438	1.687	10.732	11.108	16.331	16.892	13.833	12.708	22.946	21.571
Ec-05_002110	0.232	0.266	0.195	0.272	0.5	0.663	0.117	0.304	0.315	0	0.204	0.223	1.05	0.48	0.565	0.508	0.083	0.412	0.093	0.12	0.1	0.107	0.816	0.639	0	0	0.168	0.209	0.201	0.538	0	0.123	0.115	0.104
Ec-05_002120	0	0	0	0	0	0	0	0	0.502	0.508	0	0	0	0	0	0.203	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268	0	0	0.115	0
Ec-05_002130	6.157	6.116	2.843	1.901	10.288	16.743	11.777	8.265	10.551	9.349	12.35	8.567	5.869	17.439	11.919	11.83	11.257	12.418	8.163	15.566	6.351	8.226	6.251	7.646	8.758	7.546	3.917	4.692	8.336	7.826	7.963	7.855	16.261	16.167
Ec-05_002140	0.679	0.955	0.611	0.973	0.557	0.396	0.65	2.012	1.226	1.063	1.89	0.852	1.565	1.186	1.331	0.848	1.156	0.491	0.451	0.335	0.554	0.746	2.11	1.111	0	0	2.578	2.321	0.932	1.217	0.135	1.115	0.683	1.116
Ec-05_002150	11.276	10.546	11.45	9.05	9.279	9.301	10.621	9.097	20.209	15.788	12.723	12.418	15.384	4.849	20.481	22.917	32.6	7.136	22.944	13.107	24.502	27.061	18.106	20.137	6.311	7.076	29.458	20.836	20.681	19.564	24.738	23.861	18.644	19.946
Ec-05_002160	0.412	0.262	0.36	0.115	0	0	0	0	0.186	0	0	0	1.108	0	0.514	0.9	0	0	0	0.356	0.294	0.158	0.345	1.258	0	0.26	0.249	0.616	0	0	0.143	0	0.426	0.076
Ec-05_002170	0.105	0.299	0	0	0	0	0	0	0	0	0	0.502	0	0	0.588	0	1.496	1.06	0	0	0.224	0	0.788	0.48	0	0	0	0	0	0	0	0	0.13	0.117
Ec-05_002180	44.611	44.97	28.775	23.126	46.529	48.597	47.172	55.127	40.331	36.608	61.479	50.918	28.175	15.215	42.505	41.418	46.863	38.616	47.085	40.757	48.361	47.105	35.074	42.753	5.326	7.531	59.002	53.796	35.638	34.761	39.569	43.463	37.774	38.865
Ec-05_002190	76.158	78.951	75.581	67.291	50.421	65.681	42.449	40.088	26.321	34.727	13.621	23.508	28.438	49.444	49.27	46.671	29.944	21.253	24.547	47.414	20.735	26.767	37.549	38.556	3.221	2.476	45.688	37.485	36.078	35.383	57.543	53.242	54.83	54.384
Ec-05_002200	0.954	1.062	0.925	0.427	5.857	11.553	3.65	3.932	1.534	1.046	1.943	0.989	1.53	0.339	1.06	0.336	0.308	0.452	0.184	0.112	0.026	0.128	5.965	4.063	0.234	0.187	3.705	2.081	0.195	0.16	0.206	0.212	2.998	3.799
Ec-05_002210	4.329	3.769	2.915	1.752	10.346	7.028	3.473	5.155	1.354	2.331	2.02	1.402	2.231	0.829	0.975	1.255	0.798	1.588	0.212	0.386	0.66	0.466	5.099	3.704	0.202	0.242	4.588	3.627	0.767	0.801	0.355	0.592	1.361	1.398
Ec-05_002220	32.248	32.816	23.459	24.192	36.798	28.737	37.167	38.588	23.987	26.863	22.349	30.54	21.157	20.571	28.253	26.564	27.789	23.431	23.8	27.766	19.466	22.51	29.498	30.923	10.421	10.893	36.908	34.326	37.486	37.506	30.872	33.165	39.773	39.549
Ec-05_002230	5.535	6.134	7.672	8.654	10.886	13.765	8.603	10.792	11.154	8.949	11.109	9.818	9.117	7.308	11.128	10.783	14.722	6.183	10.17	8.539	10.708	10.033	14.201	11.838	4.515	3.7	8.016	8.885	8.48	8.054	8.774	9.487	9.372	9.271
Ec-05_002240	85.008	69.224	28.477	21.066	179.341	318.824	371.328	368.111	70.983	51.584	172.096	112.752	26.587	45.64	80.825	85.389	117.438	129.517	43.093	116.281	50.557	58.907	74.213	70.589	483.441	451.227	108.893	65.813	180.094	185.627	66.099	60.13	237.33	231.88
Ec-05_002250	54.911	50.687	35.126	20.06	104.637	184.841	212.584	231.95	93.606	93.622	151.067	123.648	88.673	64.91	93.877	92.266	117.517	120.92	97.436	143.637	80.961	87.782	67.892	60.795	327.411	340.256	139.655	128.996	128.009	127.866	99.05	105.298	198.537	212.05
Ec-05_002260	26.199	24.645	18.94	16.507	43.977	31.45	44.008	30.999	26.917	26.656	23.743	23.022	29.559	66.035	18.853	18.918	17.242	23.789	12.571	22.597	10.925	13.361	21.155	22.307	24.732	25.311	32.815	33.505	32.235	30.148	15.394	16.353	35.19	35.818
Ec-05_002270	1.532	2.127	3.044	0.334	4.732	3.261	2.845	0.655	19.758	16.429	5.453	3.113	1.613	1.222	1.371	1.019	0.953	1.265	2.388	3.108	0.357	0.077	6.522	4.122	627.275	618.101	5.072	5.382	7.109	5.497	0.973	0.619	10.512	12.948
Ec-05_002280	114.511	130.834	52.029	61.193	699.966	699.524	489.241	379.237	113.67	60.36	172.952	65.428	49.528	19.275	48.846	39.694	24.258	47.51	10.809	10.214	4.639	16.195	639.718	416.735	45.035	42.471	324.678	219.119	36.505	47.685	13.07	13.085	282.244	251.922
Ec-05_002290	52.243	67.09	57.138	36.822	208.447	195.686	89.173	112.683	36.945	31.528	25.812	15.627	22.648	6.136	11.246	6.996	8.258	21.505	5.094	6.745	1.065	2.394	132.197	89.852	11.222	10.703	103.686	80.269	11.426	12.276	6.315	5.352	30.498	28.904
Ec-05_002300	1.375	2.377	2.777	1.343	10.998	15.847	9.12	10.301	1.72	1.597	2.686	1.289	2.821	0.48	1.244	0.865	1.522	1.608	0.565	0.329	0.144	0.276	9.057	6.984	0.355	0.765	3.467	2.816	0.582	0.497	0.312	0.634	2.636	2.663
Ec-05_002310	0.881	0.28	0.925	0	3.792	1.198	0	0	2.386	0.805	0	0	1.895	0	1.099	0	0	0.743	0	0	0.629	0	6.634	2.018	3.725	7.796	2.129	8.785	0.847	0.85	0	0	6.202	6.214
Ec-05_002320	1.498	1.824	0.568	0.278	3.225	1.698	2.718	2.999	9.468	3.079	8.515	5.585	2.955	0.954	7.477	7.73	15.323	5.9	3.894	4.854	1.693	4.608	3.552	7.247	3.564	5.367	19.163	33.619	9.361	10.724	4.429	2.318	9.41	10.244
Ec-05_002330	1.719	1.347	0.642	0.575	5.592	4.52	2.495	2.378	3.829	2.931	2.122	1.557	0.863	0.088	2.574	2.087	5.053	1.161	1.521	0.495	1.146	1.851	4.508	2.977	1.939	1.449	10.251	7.659	2.204	2.434	0.08	0.608	4.794	4.596
Ec-05_002340	1.623	1.23	15.049	3.047	6.107	3.65	16.311	12.895	11.182	12.678	14.384	8.853	0.949	0.235	32.771	31.588	100.657	33.848	34.075	12.257	50.229	44.904	8.15	12.477	6.284	6.545	21.549	14.226	26.245	25.61	43.766	48.18	12.704	14.735
Ec-05_002350	34.305	28.841	28.777	10.958	24.846	25.552	39.954	46.35	34.817	22.824	47.976	39.257	27.781	6.544	67.05	62.199	141.552	56	36.955	31.235	39.259	72.053	28.401	42.946	3.225	2.426	91.613	74.863	114.762	108.956	60.147	70.984	66.636	71.864
Ec-05_002360	34.805	38.316	68.748	81.583	86.401	151.503	56.128	118.004	171.562	53.799	70.862	76.78	87.134	21.796	190.741	192.289	145.228	31.442	123.426	29.51	123.76	122.986	138.545	136.828	23.741	22.544	250.868	214.434	195.526	181.45	49.125	51.366	26.625	27.745
Ec-05_002370	14.289	14.072	9.206	11.087	16.182	24.201	11.815	13.13	13.511	11.13	10.05	8.198	4.427	12.258	12.403	12.34	8.597	10.374	8.194	15.791	7.173	8.466	15.831	10.859	18.704	17.029	10.012	7.036	8.94	12.174	7.249	7.987	20.961	22.323
Ec-05_002380	4.327	5.294	3.047	3.852	11.288	15.176	5.599	4.563	2.974	4.715	2.108	2.946	2.539	6.427	2.975	3.223	2.578	1.618	3.687	5.819	2.527	2.571	3.908	2.366	0.156	0.311	0.772	0	0.473	0.095	0.616	0.391	3.726	3.979
Ec-05_002390	11.354	11.752	12.5	9.247	24.063	45.607	14.743	16.198	8.417	12.575	5.006	9.823	15.09	18.183	9.507	9.713	7.429	6.869	12.375	13.141	6.655	7.834	10.047	8.356	1.16	2.044	4.047	6.563	4.745	4.68	7.809	8.167	14.93	16.138
Ec-05_002400	6.857	5.88	2.46	2.055	10.576	9.79	5.741	6.925	1.702	2.505	1.67	1.095	3.135	0	0.107	0.375	0.613	1.157	1.251	0.296	0.122	0.264	11.618	7.463	1.812	0	10.565	7.864	0.33	0.165	0.596	0.909	2.343	3.182
Ec-05_002410	3.953	2.855	3.147	1.374	14.529	15.02	7.164	6.976	3.08	5.242	2.849	1.427	7.164	1.076	0.574	0.316	0.839	1.279	0.287	0.047	0.116	0.333	13.909	8.726	0.687	1.164	9.489	8.532	0.833	0.418	0.264	0.335	2.713	2.674
Ec-05_002420	0.057	0.162	0.178	0.047	0.487	0	0	0.185	0.306	0.62	0.165	0.135	0.182	0.13	0	0.124	0	0.143	0.338	0	0.121	0	0.142	0.259	1.793	1.501	0	0.169	0.326	0.491	0	0	0.14	0.441
Ec-05_002430	1.809	2.027	1.64	1.023	12.651	12.911	9.758	8.28	2.004	1.971	4.115	2.216	2.189	0.424	1.404	0.831	0.404	0.937	0.532	0.08	0.088	0.284	14.703	9.866	0.489	0.935	8.234	4.642	0.356	0.595	0.257	0.245	6.039	6.512
Ec-05_002440	11.654	11.456	24.702	18.453	19.05	29.853	18.011	18.302	32.342	27.888	35.989	36.222	40.824	17.559	16.965	16.081	39.24	13.416	29.107	15.186	13.59	14.543	14.522	13.615	0.784	1.282	34.869	35.875	24.574	22.382	12.656	14.319	16.474	17.33
Ec-05_002450	5.694	6.196	8.418	8.088	10.731	22.8	8.714	9.318	16.408	14.316	21.713	17.25	12.466	10.666	9.589	8.954	20.413	8.114	15.315	10.37	8.838	8.862	11.117	8.448	0.027	0	1.701	1.755	2.863	2.572	1.451	0.867	5.747	4.946
Ec-05_002460	2.618	2.901	3.161	4.058	5.485	10.766	4.959	4.815	6.124	5.275	10.722	6.694	3.389	3.693	4.69	4.849	9.985	3.102	6.091	5.207	4.018	3.714	6.66	4.604	0.022	0.027	0.99	0.147	1.07	0.466	0.424	0.371	2.931	3.173
Ec-05_002470	3.209	3.342	2.329	3.763	3.589	7.444	3.319	2.576	4.047	3.362	7.954	4.147	1.371	3.283	3.238	4.09	8.772	2.827	2.756	3.751	3.032	2.467	5.765	3.749	0	0	0.342	0.047	0.136	0.137	0.066	0.083	2.287	2.26
Ec-05_002480	10.895	10.016	6.348	5.594	5.661	4.338	6.42	7.515	7.225	7.769	8.288	7.823	7.525	15.809	7.994	7.5	4.468	8.217	5.404	6.696	3.715	3.787	6.275	5.664	0.592	0.531	5.681	8.567	5.487	5.563	6.111	6.111	10.244	10.087
Ec-05_002490	2.114	1.98	2.22	2.638	2.005	3.216	3.06	3.991	1.456	1.473	3.142	3.006	1.966	0.986	3.621	3.523	2.818	0.907	1.498	1.579	1.688	3.554	3.598	2.463	0	0.68	3.248	1.501	1.86	3.009	1.196	2.471	3.25	3.512
Ec-05_002500	32.568	34.594	40.505	28.129	59.465	58.227	38.593	31.011	46.27	54.403	41.338	33.295	29.155	22.738	39.811	39.281	34.548	33.178	47.634	51.082	26.321	23.505	44.368	38.755	197.377	200.574	25.995	28.994	26.772	23.116	30.933	27.587	60.787	67.467
Ec-05_002510	125.943	118.536	159.608	105.467	263.92	137.349	103.198	84.978	176.584	181.26	117.336	118.221	63.173	63.543	98.717	105.252	211.884	72.554	213.756	118.479	110.756	109.213	156.785	117.222	90.443	94.05	282	262.03	187.643	158.055	194.122	209.885	100.443	104.958
Ec-05_002520	3.473	3.779	5.084	6.079	5.107	6.572	2.406	3.34	4.157	4.583	4.009	3.965	5.304	1.673	4.59	5.011	4.591	1.571	7.874	4.279	5.463	5.658	5.319	4.132	0.127	0.124	1.605	1.791	1.852	1.754	2.339	2.252	1.546	1.532
Ec-05_002530	8.574	8.953	8.401	8.633	10.851	11.423	10.06	12.035	10.502	11.001	8.289	11.29	13.908	12.425	11.499	10.461	14.479	7.784	12.172	12.381	11.003	11.277	12.081	11.401	14.362	16.134	5.694	6.675	8.632	9.049	7.497	7.563	10.759	11.977
Ec-05_002540	10.683	14.506	2.34	3.536	12.081	20.893	26.348	18.442	4.608	11.342	5.691	7.608	1.642	3.098	4.005	2.951	1.881	2.398	0.908	9.728	4.094	2.751	3.126	2.331	0.056	0.067	5.024	1.784	5.766	6.45	5.16	4.234	22.946	19.36
Ec-05_002550	28.518	34.572	28.985	34.818	26.691	24.81	26.541	22.054	11.022	13.421	9.3	11.632	10.984	16.155	12.102	10.864	7.723	13.449	7.807	14.305	5.578	5.939	9.547	10.885	1.267	2.47	9.872	9.563	14.979	13.325	19.761	18.017	13.936	14.504
Ec-05_002560	41.063	40.317	39.679	41.124	46.507	56.358	50.398	52.972	33.506	35.616	29.567	39.053	46.609	48.711	31.104	30.898	41.622	28.727	30.504	40.303	23.089	26.342	36.423	35.287	106.532	99.859	42.337	37.164	47.412	46.014	35.485	38.741	60.131	63.62
Ec-05_002580	12.874	13.386	10.753	11.849	11.711	17.366	11.659	11.992	4.65	6.681	4.331	5.355	8.425	12.91	8.304	8	6.334	4.625	4.511	7.233	3.626	4.81	11.513	9.934	0.025	0.297	9.636	6.333	9.179	9.352	7.623	8.235	12.672	12.801
Ec-05_002590	82.863	81.893	64.293	64.318	64.262	34.233	68.122	56.42	59.332	72.128	51.382	66.155	48.177	54.397	77.614	74.891	50.364	68.32	67.358	84.019	48.712	61.026	64.748	72.261	10.927	7.371	83.75	76.775	60.755	68.032	100.451	102.514	73.31	78.068
Ec-05_002600	19.564	20.737	16.624	14.56	46.413	56.77	36.913	37.609	29.382	29.421	27.551	25.173	17.864	12.925	30.308	31.283	33.336	19.839	25.759	26.618	27.684	31.357	35.519	33.442	20.554	22.05	32.563	29.265	33.977	30.606	31.704	33.583	30.519	32.3
